0.0375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0375,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,0.075,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,0.075,0.06,0.05625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,0.075,0.06,0.05625,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.05,0.07,0.05,0.075,0.06,0.05625,0.075,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.075,0.07,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.075,0.07,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.05625,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,-1,-1,-1,-1,-1,-1,-1,-1
0.05625,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.05,-1,-1,-1,-1,-1,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,-1,-1,-1,-1,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,-1,-1,-1,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.05,-1,-1,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,-1,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,-1,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,-1
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
0.075,0.075,0.07,0.075,0.075,0.06,0.075,0.075,0.07,0.06,0.05625,0.075,0.075,0.06,0.05625,0.075,0.07,0.06,0.075,0.05
